id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
935,0186,f187,single-arm-triceps-extension-with-dumbbell,Single Arm Pronated Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/single-arm-triceps-extension-with-dumbbell,This is an advanced exercise to isolate and work the tricep muscles.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=935&number=0&key=69cadbdd2&version=72f650fb&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=935&number=1&key=69cadbdd2&version=59296f5d&size=480,480&download=medium",_images/web/single-arm-triceps-extension-with-dumbbell-1.png,_images/web/single-arm-triceps-extension-with-dumbbell-2.png,This is an advanced exercise to isolate and work the tricep (back of the arm) muscles.,Lie flat in a bench with your head at one end and your feet placed firmly on the floor.,"Grasp a dumbbell in one hand and raise it to a position above your chest, with your palm facing your feet.",Place your free hand under the shoulder to support your other arm.,Slowly lower the weight moving only your forearm and elbow towards and away from your chest.,Repeat with your other arm.,,,,,,Note: Practice this exercise with light weight to get used to the movements.,,,,,,,,,
936,0187,f188,single-arm-supinated-triceps-extension-with-dumbbell,Single Arm Supinated Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/single-arm-supinated-triceps-extension-with-dumbbell,This exercise is similar to the Single Arm Pronated Triceps Extension except the movement is over the head instead of across the chest.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=936&number=0&key=69cadbdd2&version=f61a80b0&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=936&number=1&key=69cadbdd2&version=5b3d30d1&size=480,480&download=medium",_images/web/single-arm-supinated-triceps-extension-with-dumbbell-1.png,_images/web/single-arm-supinated-triceps-extension-with-dumbbell-2.png,Lie flat in a bench with your head at one end and your feet placed firmly on the floor.,"Grasp a dumbbell in one hand and raise it to a position above your chest, with your palm facing the floor.",Place your free hand under the shoulder to support your other arm. Slowly bend your elbow over your head with the weight moving only your forearm and elbow.,Return to the starting position and repeat with your other arm.,Note: Practice this exercise with light weight to get used to the movements.,,,,,,,,,,,,,,,,
937,0188,f189,close-triceps-pushup,Close Triceps Pushup,http://db.everkinetic.com/exercise/close-triceps-pushup,This version of the Pushup isolates the tricep muscles.,compound,triceps,chest,body,,"http://img.everkinetic.com/?action=image&id=937&number=0&key=69cadbdd2&version=38bf1277&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=937&number=1&key=69cadbdd2&version=6b230ea8&size=480,480&download=medium",_images/web/close-triceps-pushup-1.png,_images/web/close-triceps-pushup-2.png,This version of the Pushup isolates the tricep (back of the arm) muscles.,"Kneel down on the floor or a mat, placing your hand thumbs together and raise your up on your toes.",Draw your abs in and keep your back and neck in a straight line.,"Slowly lower your body towards the floor, by bending your arms, until you are nearly touching the floor.",In a controlled manner raise your body back up to the starting position.,,,,,,,,,,,,,,,,
938,0189,f190,reverse-grip-triceps-pushdown,Reverse Grip Triceps Pushdown,http://db.everkinetic.com/exercise/reverse-grip-triceps-pushdown,This exercise is the reverse version of the triceps pushdown.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=938&number=0&key=69cadbdd2&version=7e5a24df&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=938&number=1&key=69cadbdd2&version=368df4ed&size=960,960&download=large",_images/web/reverse-grip-triceps-pushdown-1.png,_images/web/reverse-grip-triceps-pushdown-2.png,Stand in front of a cable machine and attach a bar to a high pulley.,Grasp the handle with palms facing up.,"Keeping your elbows at your side, pull the handle down towards your thighs.",Pause for a moment and then return to the starting position.,Note: You may want to stager one foot in front of the other for a better stance.,,,,,,,,,,,,,,,,
939,0190,f191,reverse-triceps-bench-press-with-barbell,Reverse Triceps Bench Press with Barbell,http://db.everkinetic.com/exercise/reverse-triceps-bench-press-with-barbell,This exercise is a version of the Bench Press that specifically isolates the triceps.,compound,triceps,chest,barbell,,"http://img.everkinetic.com/?action=image&id=939&number=0&key=69cadbdd2&version=2dad8660&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=939&number=1&key=69cadbdd2&version=73bf8c51&size=960,960&download=large",_images/web/reverse-triceps-bench-press-with-barbell-1.png,_images/web/reverse-triceps-bench-press-with-barbell-2.png,Lie on a flat bench with your head at one end and your feet placed firmly on the floor.,Grasp a barbell with palms facing your head about 16 inches apart.,Move the bar over your chest (about 1 inch below your nipples).,Extend your arms fully raising the bar fully and then lower the bar to the starting position.,,,,,,,,,,,,,,,,,
940,0191,f192,seated-one-arm-triceps-extension-with-dumbbell,Seated One Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/seated-one-arm-triceps-extension-with-dumbbell,This exercise uses a kickback movement to work the triceps in each arm individually.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=940&number=0&key=69cadbdd2&version=0ab36b9c&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=940&number=1&key=69cadbdd2&version=32822fa6&size=480,480&download=medium",_images/web/seated-one-arm-triceps-extension-with-dumbbell-1.png,_images/web/seated-one-arm-triceps-extension-with-dumbbell-2.png,Sit on the edge of a bench with your feet flat on the floor.,Hold a dumbbell in your right hand.,"Bring your right arm up to your side so the dumbbell is almost parallel to your chest, keeping your lower arm vertical.",Press your arm back in arc.,Return to the starting position repeat and switch arms.,,,,,,,,,,,,,,,,
941,0192,f193,seated-two-arm-triceps-extension-with-dumbbell,Seated Two-Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/seated-two-arm-triceps-extension-with-dumbbell,This exercise is the two handed version of seated triceps extension.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=941&number=0&key=69cadbdd2&version=ab487960&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=941&number=1&key=69cadbdd2&version=244e8410&size=960,960&download=large",,,Sit on the edge of a bench with your feet flat on the floor.,Hold a dumbbell in each hand.,"Bring your arms up to your side so the dumbbell is almost parallel to your chest, keeping your lower arm vertical.",Press your arm back in arc towards your back.,Return to the starting position repeat and switch arms.,,,,,,,,,,,,,,,,
942,0193,f194,seated-overhead-triceps-extension-with-barbell,Seated Overhead Triceps Extension with Barbell,http://db.everkinetic.com/exercise/seated-overhead-triceps-extension-with-barbell,This exercise uses a barbell behind your neck to isolate the triceps effectively.,isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=942&number=0&key=69cadbdd2&version=1bfa6a78&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=942&number=1&key=69cadbdd2&version=c025f219&size=960,960&download=large",_images/web/seated-overhead-triceps-extension-with-barbell-1.png,_images/web/seated-overhead-triceps-extension-with-barbell-2.png,Sit on a short straight back chair with your feet firmly placed on the floor and your back straight.,"Grasp an EZ or Curl bar, or barbell with a grip about 6 inches apart.",Raise the bar to arms length above your head and then lower the bar in an arc towards the floor behind your head.,Return to starting position.,,,,,,,,,,,,,,,,,
943,0194,f195,seated-triceps-press-with-dumbbell,Seated Triceps Press with Dumbbell,http://db.everkinetic.com/exercise/seated-triceps-press-with-dumbbell,This exercise uses a single dumbbell held between both hands to work the triceps.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=943&number=0&key=69cadbdd2&version=8191208d&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=943&number=1&key=69cadbdd2&version=990c7b51&size=960,960&download=large",_images/web/seated-triceps-press-with-dumbbell-1.png,_images/web/seated-triceps-press-with-dumbbell-2.png,"Sit on a short, straight backed bench with your feet planted firmly on the floor.","Drawing your abs in, grasp the dumbbell with both hands with a palms up grip.","Raise the weight over your head, this is your starting position.",Lower the dumbbell in an arc from above your head to behind your back.,Slowly return to the starting position.,,,,,,,,,,,,,,,,
944,0195,f196,smith-machine-close-grip-bench-press,Smith Machine Close Grip Bench Press,http://db.everkinetic.com/exercise/smith-machine-close-grip-bench-press,This version of a Bench Press uses a close grip to isolate the triceps as well as working the chest.,compound,triceps,chest,smith machine,,"http://img.everkinetic.com/?action=image&id=944&number=0&key=69cadbdd2&version=6c0f7e38&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=944&number=1&key=69cadbdd2&version=bb7ac91a&size=960,960&download=large",,,Place a flat bench in the middle of a Smith Machine.,Using a close grip (about 6 inches apart) unlatch the bar and lower it towards your chest.,Pause just before the bar hits your chest and raise the bar by extending your arms to the starting position.,,,,,,,,,,,,,,,,,,
945,0196,f197,bent-over-one-arm-triceps-extension-with-dumbbell,Bent-Over One Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/bent-over-one-arm-triceps-extension-with-dumbbell,This exercise uses a kickback movement to work the triceps in each arm individually.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=945&number=0&key=69cadbdd2&version=2046d423&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=945&number=1&key=69cadbdd2&version=f36ae481&size=960,960&download=large",,,"Stand with your feet shoulder width apart, your abs drawn in and your back straight as you bend at the waist.",Hold a dumbbell in your right hand.,"Bring your right arm up to your side so the dumbbell is almost parallel to your chest, keeping your lower arm vertical and press your arm back in arc.",Return to the starting position repeat and switch arms.,,,,,,,,,,,,,,,,,
946,0197,f198,bent-over-two-arm-triceps-extension-with-dumbbell,Bent-Over Two Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/bent-over-two-arm-triceps-extension-with-dumbbell,This exercise uses a kickback movement to work the triceps in each arm individually.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=946&number=0&key=69cadbdd2&version=4a3fb48e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=946&number=1&key=69cadbdd2&version=7d49d212&size=960,960&download=large",,,"Stand with your feet shoulder width apart, your abs drawn in and your back straight as you bend at the waist until your upper body is parallel to the floor.",Hold a dumbbell in each hand.,"Bring your right arm up to your side so the dumbbell in line with your chest, keeping your lower arm vertical and press your arm back in arc.",Return to the starting position repeat and switch arms.,,,,,,,,,,,,,,,,,
947,0198,f199,standing-triceps-extension-2,Standing Triceps Extension,http://db.everkinetic.com/exercise/standing-triceps-extension-2,This exercise works the triceps by reaching behind your neck.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=947&number=0&key=69cadbdd2&version=190ecca8&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=947&number=1&key=69cadbdd2&version=2231442a&size=960,960&download=large",_images/web/standing-triceps-extension-2-1.png,_images/web/standing-triceps-extension-2-2.png,"Stand with your feet shoulder width apart, your back straight and your abs drawn in.","Hold a dumbbell in both hands, with your palms facing up.",Raise the dumbbell over your head and slowly lower the dumbbell in an arc behind your head.,Slowly raise the dumbbell back up to the starting position.,Note: Keep your elbows close to your head during the exercise.,,,,,,,,,,,,,,,,
